rank,batch,cmap name,dose,cell,score,up,down,instance_id
3226,1000,estradiol,10 nM,MCF7,0,0.161,0.663,5905
3227,683,diethylstilbestrol,15 ?M,PC3,0,0.161,0.488,3812
3228,706,benzthiazide,9 ?M,MCF7,0,0.161,0.542,4952
3229,708,crotamiton,20 ?M,MCF7,0,0.161,0.618,5689
3230,619,prednisolone,11 ?M,HL60,0,0.161,0.497,2393
3231,695,carcinine,22 ?M,MCF7,0,0.161,0.623,4809
3232,663,rescinnamine,6 ?M,MCF7,0,0.161,0.676,2785
3233,735,zoxazolamine,24 ?M,MCF7,0,0.16,0.469,5390
3234,651,clidinium bromide,9 ?M,HL60,0,0.16,0.493,2734
3235,690,etifenin,12 ?M,MCF7,0,0.16,0.46,4117
3236,757,troglitazone,10 ?M,MCF7,0,0.16,0.475,5592
3237,720,tinidazole,16 ?M,MCF7,0,0.16,0.557,4370
3238,623,practolol,15 ?M,HL60,0,0.16,0.431,1587
3239,642,tropicamide,14 ?M,MCF7,0,0.16,0.56,2309
3240,719,sulindac,11 ?M,PC3,0,0.16,0.451,5103
3241,688,nadolol,13 ?M,PC3,0,0.159,0.581,4021
3242,646,quinidine,11 ?M,MCF7,0,0.159,0.672,3191
3243,750,alvespimycin,100 nM,HL60,0,0.159,0.599,6172
3244,750,genistein,10 ?M,HL60,0,0.159,0.532,6194
3245,670,flecainide,8 ?M,MCF7,0,0.159,0.799,3418
3246,502,oxaprozin,300 ?M,MCF7,0,0.159,0.418,971
3247,627,noretynodrel,13 ?M,MCF7,0,0.159,0.705,1696
3248,1016,erastin,20 ?M,MCF7,0,0.159,0.623,6364
3249,757,valproic acid,500 ?M,MCF7,0,0.159,0.358,5600
3250,1006,LY-294002,10 ?M,MCF7,0,0.159,0.644,5937
3251,1082,suramin sodium,10 ?M,MCF7,0,0.159,0.74,7496
3252,657,Prestwick-559,8 ?M,MCF7,0,0.159,0.65,2877
3253,656,norcyclobenzaprine,15 ?M,MCF7,0,0.159,0.546,2830
3254,688,fluticasone,8 ?M,PC3,0,0.158,0.399,4011
3255,615,iproniazid,14 ?M,HL60,0,0.158,0.424,1442
3256,749,ramipril,10 ?M,HL60,0,0.158,0.596,6150
3257,659,monobenzone,20 ?M,HL60,0,0.158,0.445,3054
3258,755,florfenicol,11 ?M,MCF7,0,0.158,0.471,6460
3259,730,desoxycortone,12 ?M,MCF7,0,0.158,0.646,5357
3260,602,chlorpromazine,1 ?M,HL60,0,0.158,0.429,1158
3261,693,primaquine,9 ?M,PC3,0,0.157,0.56,4263
3262,714,apomorphine,6 ?M,PC3,0,0.157,0.562,6683
3263,670,cefamandole,8 ?M,MCF7,0,0.157,0.563,3436
3264,747,cinnarizine,11 ?M,MCF7,0,0.157,0.48,7174
3265,672,oxolamine,9 ?M,MCF7,0,0.157,0.534,3344
3266,623,amikacin,7 ?M,HL60,0,0.157,0.552,1618
3267,656,betahistine,17 ?M,MCF7,0,0.157,0.691,2833
3268,1059,BAS-012416453,38 ?M,MCF7,0,0.157,0.368,6908
3269,656,omeprazole,12 ?M,MCF7,0,0.157,0.702,2828
3270,727,nordihydroguaiaretic acid,1 ?M,PC3,0,0.157,0.443,4447
3271,718,metformin,24 ?M,PC3,0,0.157,0.488,5068
3272,731,(+)-chelidonine,11 ?M,PC3,0,0.156,0.357,5760
3273,504,5255229,13 ?M,MCF7,0,0.156,0.423,833
3274,757,prochlorperazine,10 ?M,MCF7,0,0.156,0.611,5575
3275,733,piperacetazine,10 ?M,PC3,0,0.156,0.39,5834
3276,767,haloperidol,10 ?M,MCF7,0,0.156,0.522,6923
3277,58,novobiocin,100 ?M,MCF7,0,0.156,0.423,437
3278,646,benzydamine,12 ?M,MCF7,0,0.156,0.617,3169
3279,738,adipiodone,4 ?M,MCF7,0,0.156,0.762,5510
3280,765,alpha-estradiol,10 nM,MCF7,0,0.156,0.554,6970
3281,649,meclofenoxate,14 ?M,HL60,0,0.156,0.641,2546
3282,702,flunisolide,9 ?M,PC3,0,0.156,0.411,4303
3283,673,carbachol,22 ?M,MCF7,0,0.156,0.506,3380
3284,651,ebselen,15 ?M,HL60,0,0.156,0.626,2717
3285,690,ethambutol,14 ?M,MCF7,0,0.156,0.558,4120
3286,765,valproic acid,1 mM,MCF7,0,0.156,0.544,6969
3287,748,abamectin,5 ?M,MCF7,0,0.156,0.544,7218
3288,642,tiapride,11 ?M,MCF7,0,0.156,0.626,2292
3289,701,Prestwick-664,8 ?M,PC3,0,0.155,0.9,4275
3290,648,napelline,11 ?M,HL60,0,0.155,0.65,2522
3291,747,nalbuphine,10 ?M,MCF7,0,0.155,0.66,7177
3292,74,tanespimycin,1 ?M,ssMCF7,0,0.155,0.478,521
3293,663,harmaline,14 ?M,MCF7,0,0.155,0.7,2805
3294,619,ifenprodil,8 ?M,HL60,0,0.155,0.74,2372
3295,649,furaltadone,11 ?M,HL60,0,0.155,0.414,2554
3296,706,omeprazole,12 ?M,MCF7,0,0.155,0.781,4951
3297,746,ellipticine,16 ?M,MCF7,0,0.155,0.529,6253
3298,663,sulfabenzamide,14 ?M,MCF7,0,0.155,0.443,2814
3299,661,ursodeoxycholic acid,10 ?M,HL60,0,0.155,0.568,3105
3300,766,levocabastine,9 ?M,MCF7,0,0.155,0.684,7009
3301,659,propofol,22 ?M,HL60,0,0.155,0.544,3048
3302,764,methylprednisolone,11 ?M,PC3,0,0.154,0.594,7137
3303,636,mefloquine,10 ?M,MCF7,0,0.154,0.482,2210
3304,731,disulfiram,13 ?M,PC3,0,0.154,0.92,5729
3305,506,15-delta prostaglandin J2,10 ?M,MCF7,0,0.154,0.577,1011
3306,662,ellipticine,16 ?M,MCF7,0,0.154,0.657,2758
3307,730,propranolol,14 ?M,MCF7,0,0.154,0.524,5358
3308,758,probucol,8 ?M,MCF7,0,0.154,0.51,5626
3309,632,oxetacaine,9 ?M,MCF7,0,0.154,0.47,1484
3310,633,dipyridamole,8 ?M,MCF7,0,0.153,0.44,1517
3311,637,tranylcypromine,24 ?M,MCF7,0,0.153,0.559,2264
3312,714,biotin,16 ?M,PC3,0,0.153,0.563,6689
3313,632,minaprine,11 ?M,MCF7,0,0.153,0.535,1468
3314,750,monorden,100 nM,HL60,0,0.153,0.631,6178
3315,649,levonorgestrel,13 ?M,HL60,0,0.153,0.61,2547
3316,602,LY-294002,10 ?M,HL60,0,0.153,0.43,1168
3317,648,hexestrol,15 ?M,HL60,0,0.153,0.665,2515
3318,709,arcaine,15 ?M,PC3,0,0.153,0.484,6629
3319,687,santonin,16 ?M,MCF7,0,0.152,0.536,3877
3320,749,piperidolate,11 ?M,HL60,0,0.152,0.634,6129
3321,664,Prestwick-967,26 ?M,HL60,0,0.152,0.71,2925
3322,747,diazoxide,17 ?M,MCF7,0,0.152,0.42,7168
3323,748,atropine,6 ?M,MCF7,0,0.152,0.523,7219
3324,646,albendazole,15 ?M,MCF7,0,0.152,0.578,3164
3325,1058,PF-00562151-00,10 ?M,PC3,0,0.152,0.422,6907
3326,648,trioxysalen,18 ?M,HL60,0,0.152,0.595,2516
3327,748,estriol,14 ?M,MCF7,0,0.152,0.517,7220
3328,771,bufexamac,18 ?M,MCF7,0,0.152,0.535,7413
3329,700,sulfamethoxypyridazine,14 ?M,MCF7,0,0.152,0.72,4733
3330,726,3-acetylcoumarin,21 ?M,MCF7,0,0.152,0.633,5259
3331,690,azacitidine,16 ?M,MCF7,0,0.152,0.462,4128
3332,657,etamivan,18 ?M,MCF7,0,0.152,0.557,2879
3333,706,betahistine,17 ?M,MCF7,0,0.151,0.672,4956
3334,636,isoniazid,29 ?M,MCF7,0,0.151,0.52,2246
3335,19,dexamethasone,1 ?M,MCF7,0,0.151,0.468,255
3336,642,6-benzylaminopurine,18 ?M,MCF7,0,0.151,0.316,2313
3337,640,artemisinin,14 ?M,HL60,0,0.151,0.501,1714
3338,708,oleandomycin,5 ?M,MCF7,0,0.151,0.579,5676
3339,727,vorinostat,10 ?M,PC3,0,0.151,0.866,4444
3340,752,fluorometholone,11 ?M,MCF7,0,0.151,0.631,6071
3341,619,dropropizine,17 ?M,HL60,0,0.15,0.574,2398
3342,646,clotrimazole,12 ?M,MCF7,0,0.15,0.518,3166
3343,657,iobenguane,11 ?M,MCF7,0,0.15,0.52,2878
3344,619,bupivacaine,12 ?M,HL60,0,0.15,0.551,2404
3345,741,proxyphylline,17 ?M,MCF7,0,0.15,0.453,5993
3346,756,nisoxetine,13 ?M,MCF7,0,0.15,0.454,6496
3347,687,paroxetine,1 ?M,MCF7,0,0.15,0.464,3904
3348,718,niflumic acid,14 ?M,PC3,0,0.15,0.502,5071
3349,1006,H-7,100 ?M,MCF7,0,0.15,0.598,5936
3350,627,epirizole,17 ?M,MCF7,0,0.15,0.577,1681
3351,744,terfenadine,8 ?M,MCF7,0,0.149,0.458,6823
3352,708,ritodrine,12 ?M,MCF7,0,0.149,0.673,5680
3353,634,felodipine,10 ?M,HL60,0,0.149,0.748,2433
3354,632,dicycloverine,12 ?M,MCF7,0,0.149,0.521,1483
3355,602,geldanamycin,1 ?M,HL60,0,0.149,0.451,1169
3356,698,pentolonium,7 ?M,PC3,0,0.149,0.579,7375
3357,747,albendazole,15 ?M,MCF7,0,0.149,0.6,7164
3358,726,phenoxybenzamine,12 ?M,MCF7,0,0.149,0.61,5248
3359,670,tinidazole,16 ?M,MCF7,0,0.149,0.465,3430
3360,701,demeclocycline,8 ?M,PC3,0,0.149,0.412,4267
3361,731,syrosingopine,6 ?M,PC3,0,0.149,0.48,5733
3362,619,aminoglutethimide,17 ?M,HL60,0,0.149,0.514,2390
3363,1036,STOCK1N-35874,14 ?M,PC3,0,0.149,0.693,6561
3364,506,trifluoperazine,10 ?M,MCF7,0,0.149,0.651,1004
3365,42,alpha-estradiol,10 nM,ssMCF7,0,0.149,0.474,403
3366,658,cefsulodin,7 ?M,HL60,0,0.148,0.584,2988
3367,741,meticrane,15 ?M,MCF7,0,0.148,0.632,5984
3368,709,omeprazole,12 ?M,PC3,0,0.148,0.629,6606
3369,730,carbachol,22 ?M,MCF7,0,0.148,0.61,5342
3370,729,flupentixol,8 ?M,MCF7,0,0.148,0.373,5307
3371,1033,5155877,10 ?M,MCF7,0,0.148,0.611,6549
3372,749,verteporfin,3 ?M,HL60,0,0.148,0.835,6133
3373,627,dexpanthenol,19 ?M,MCF7,0,0.148,0.486,1680
3374,645,ethotoin,20 ?M,HL60,0,0.148,0.661,2196
3375,619,bufexamac,18 ?M,HL60,0,0.148,0.597,2382
3376,654,lumicolchicine,10 ?M,MCF7,0,0.148,0.625,3254
3377,743,Prestwick-1084,16 ?M,MCF7,0,0.148,0.66,6767
3378,702,mepenzolate bromide,10 ?M,PC3,0,0.148,0.459,4304
3379,706,oxolamine,9 ?M,MCF7,0,0.147,0.337,4969
3380,504,blebbistatin,17 ?M,MCF7,0,0.147,0.44,837
3381,702,pempidine,13 ?M,PC3,0,0.147,0.317,4307
3382,651,cefapirin,9 ?M,HL60,0,0.147,0.645,2730
3383,758,cotinine,23 ?M,MCF7,0,0.147,0.57,5611
3384,56,fasudil,10 ?M,PC3,0,0.147,0.553,436
3385,683,nialamide,13 ?M,PC3,0,0.147,0.741,3790
3386,635,pentamidine,7 ?M,HL60,0,0.147,0.558,2473
3387,635,terconazole,8 ?M,HL60,0,0.147,0.504,2484
3388,664,pronetalol,15 ?M,HL60,0,0.147,0.717,2902
3389,658,fosfosal,18 ?M,HL60,0,0.146,0.78,2997
3390,756,ketorolac,11 ?M,MCF7,0,0.146,0.531,6489
3391,627,moxisylyte,13 ?M,MCF7,0,0.146,0.522,1682
3392,705,tetramisole,17 ?M,MCF7,0,0.146,0.533,4412
3393,714,nitrofural,20 ?M,PC3,0,0.146,0.584,6721
3394,627,acetazolamide,18 ?M,MCF7,0,0.146,0.542,1686
3395,771,aminoglutethimide,17 ?M,MCF7,0,0.146,0.54,7421
3396,752,strophanthidin,10 ?M,MCF7,0,0.146,0.752,6087
3397,741,imipenem,13 ?M,MCF7,0,0.146,0.497,5997
3398,743,monocrotaline,12 ?M,MCF7,0,0.146,0.557,6771
3399,728,oxyphenbutazone,12 ?M,PC3,0,0.145,0.672,4506
3400,766,asiaticoside,4 ?M,MCF7,0,0.145,0.71,7004
3401,738,rilmenidine,8 ?M,MCF7,0,0.145,0.558,5532
3402,619,minocycline,8 ?M,HL60,0,0.145,0.575,2405
3403,731,dienestrol,15 ?M,PC3,0,0.145,0.392,5727
3404,658,reserpine,7 ?M,HL60,0,0.145,0.632,3003
3405,694,benperidol,10 ?M,MCF7,0,0.145,0.538,4781
3406,757,rosiglitazone,10 ?M,MCF7,0,0.145,0.577,5593
3407,765,alvespimycin,100 nM,MCF7,0,0.145,0.519,6973
3408,705,pancuronium bromide,5 ?M,MCF7,0,0.145,0.627,4393
3409,734,vidarabine,15 ?M,PC3,0,0.145,0.728,5850
3410,733,nalbuphine,10 ?M,PC3,0,0.145,0.619,5820
3411,718,indometacin,11 ?M,PC3,0,0.145,0.584,5049
3412,683,spiradoline,1 ?M,PC3,0,0.145,0.435,3818
3413,747,piperacetazine,10 ?M,MCF7,0,0.145,0.702,7191
3414,731,butacaine,13 ?M,PC3,0,0.145,0.88,5748
3415,738,sulindac,11 ?M,MCF7,0,0.144,0.593,5528
3416,60,trichostatin A,100 nM,PC3,0,0.144,0.309,448
3417,672,trimipramine,10 ?M,MCF7,0,0.144,0.563,3342
3418,704,dicycloverine,12 ?M,PC3,0,0.144,0.295,4581
3419,632,sulfaguanidine,19 ?M,MCF7,0,0.144,0.612,1495
3420,686,helveticoside,7 ?M,MCF7,0,0.144,0.417,3851
3421,757,LY-294002,100 nM,MCF7,0,0.144,0.606,5576
3422,693,cyclopenthiazide,11 ?M,PC3,0,0.144,0.542,4229
3423,738,resveratrol,18 ?M,MCF7,0,0.144,0.489,5509
3424,714,felodipine,10 ?M,PC3,0,0.144,0.596,6695
3425,766,dihydroergocristine,6 ?M,MCF7,0,0.144,0.346,7034
3426,25,flufenamic acid,10 ?M,MCF7,0,0.144,0.494,316
3427,633,zimeldine,10 ?M,MCF7,0,0.144,0.615,1512
3428,709,sulfabenzamide,14 ?M,PC3,0,0.144,0.57,6634
3429,619,flavoxate,9 ?M,HL60,0,0.144,0.502,2373
3430,706,dl-alpha tocopherol,9 ?M,MCF7,0,0.143,0.642,4961
3431,645,lanatoside C,4 ?M,HL60,0,0.143,0.554,2193
3432,672,suprofen,15 ?M,MCF7,0,0.143,0.689,3343
3433,514,demecolcine,12 ?M,MCF7,0,0.143,0.289,1103
3434,718,harmalol,15 ?M,PC3,0,0.143,0.551,5076
3435,765,tanespimycin,1 ?M,MCF7,0,0.143,0.479,6985
3436,758,thioperamide,10 ?M,MCF7,0,0.143,0.356,5635
3437,632,naphazoline,16 ?M,MCF7,0,0.143,0.627,1466
3438,665,naftifine,12 ?M,HL60,0,0.143,0.543,2974
3439,758,azathioprine,14 ?M,MCF7,0,0.143,0.719,5627
3440,695,salsolidin,16 ?M,MCF7,0,0.143,0.611,4810
3441,771,homochlorcyclizine,10 ?M,MCF7,0,0.143,0.628,7417
3442,657,bromperidol,10 ?M,MCF7,0,0.142,0.651,2872
3443,720,quinethazone,14 ?M,MCF7,0,0.142,0.666,4351
3444,709,Prestwick-984,9 ?M,PC3,0,0.142,0.674,6603
3445,756,nabumetone,18 ?M,MCF7,0,0.142,0.467,6487
3446,602,fulvestrant,1 ?M,HL60,0,0.142,0.422,1146
3447,745,alclometasone,8 ?M,MCF7,0,0.142,0.727,6229
3448,758,dipyridamole,8 ?M,MCF7,0,0.142,0.582,5617
3449,685,prilocaine,16 ?M,MCF7,0,0.142,0.505,3624
3450,631,cefadroxil,11 ?M,HL60,0,0.142,0.458,1323
3451,648,cefalotin,10 ?M,HL60,0,0.142,0.717,2517
3452,627,amitriptyline,13 ?M,MCF7,0,0.142,0.52,1701
3453,658,beclometasone,8 ?M,HL60,0,0.142,0.684,3001
3454,618,lomefloxacin,10 ?M,HL60,0,0.142,0.387,2348
3455,622,diperodon,9 ?M,HL60,0,0.141,0.609,1575
3456,642,phenformin,17 ?M,MCF7,0,0.141,0.957,2312
3457,603,monorden,100 nM,PC3,0,0.141,0.516,1219
3458,673,dimethadione,31 ?M,MCF7,0,0.141,0.484,3367
3459,504,5279552,22 ?M,MCF7,0,0.141,0.597,843
3460,695,primaquine,9 ?M,MCF7,0,0.141,0.562,4845
3461,714,moroxydine,19 ?M,PC3,0,0.141,0.712,6705
3462,617,pentetrazol,29 ?M,PC3,0,0.141,0.483,2092
3463,772,betulin,9 ?M,MCF7,0,0.141,0.594,7454
3464,662,cytisine,21 ?M,MCF7,0,0.141,0.58,2759
3465,659,bemegride,26 ?M,HL60,0,0.14,0.6,3051
3466,730,zidovudine,15 ?M,MCF7,0,0.14,0.639,5333
3467,749,piretanide,11 ?M,HL60,0,0.14,0.441,6144
3468,682,solasodine,10 ?M,PC3,0,0.14,0.682,3749
3469,1031,trichostatin A,1 ?M,PC3,0,0.14,0.476,6439
3470,680,glycopyrronium bromide,10 ?M,PC3,0,0.14,0.482,3687
3471,738,scoulerine,12 ?M,MCF7,0,0.14,0.482,5536
3472,673,propranolol,14 ?M,MCF7,0,0.14,0.477,3396
3473,695,amprolium,13 ?M,MCF7,0,0.14,0.526,4825
3474,614,clindamycin,9 ?M,HL60,0,0.139,0.362,1373
3475,758,flurbiprofen,16 ?M,MCF7,0,0.139,0.521,5634
3476,748,corbadrine,22 ?M,MCF7,0,0.139,0.574,7208
3477,756,scopoletin,21 ?M,MCF7,0,0.139,0.523,6510
3478,506,alvespimycin,100 nM,MCF7,0,0.139,0.644,993
3479,752,napelline,11 ?M,MCF7,0,0.139,0.425,6084
3480,749,repaglinide,9 ?M,HL60,0,0.138,0.667,6135
3481,714,naftidrofuryl,8 ?M,PC3,0,0.138,0.697,6687
3482,758,3-hydroxy-DL-kynurenine,18 ?M,MCF7,0,0.138,0.54,5641
3483,641,cytisine,21 ?M,HL60,0,0.138,0.396,1766
3484,688,Prestwick-864,35 ?M,PC3,0,0.138,0.4,3994
3485,613,azacyclonol,15 ?M,HL60,0,0.138,0.352,2020
3486,619,enalapril,8 ?M,HL60,0,0.138,0.509,2397
3487,1012,PF-00875133-00,10 ?M,MCF7,0,0.137,0.786,5967
3488,772,fenofibrate,11 ?M,MCF7,0,0.137,0.491,7474
3489,681,levonorgestrel,13 ?M,PC3,0,0.137,0.859,3708
3490,711,PHA-00851261E,1 ?M,MCF7,0,0.137,0.572,3968
3491,502,blebbistatin,17 ?M,MCF7,0,0.137,0.477,954
3492,734,neomycin,4 ?M,PC3,0,0.137,0.621,5867
3493,738,telenzepine,9 ?M,MCF7,0,0.137,0.644,5521
3494,718,allantoin,25 ?M,PC3,0,0.137,0.647,5052
3495,737,ceftazidime,6 ?M,MCF7,0,0.137,0.784,5473
3496,627,imipramine,13 ?M,MCF7,0,0.137,0.54,1685
3497,670,glycopyrronium bromide,10 ?M,MCF7,0,0.137,0.507,3427
3498,662,(+)-chelidonine,11 ?M,MCF7,0,0.137,0.638,2779
3499,690,sulmazole,14 ?M,MCF7,0,0.137,0.352,4127
3500,772,piroxicam,12 ?M,MCF7,0,0.136,0.608,7445
3501,651,sulfametoxydiazine,14 ?M,HL60,0,0.136,0.516,2712
3502,636,cefotaxime,8 ?M,MCF7,0,0.136,0.474,2235
3503,738,bupivacaine,12 ?M,MCF7,0,0.136,0.732,5537
3504,771,doxepin,13 ?M,MCF7,0,0.136,0.495,7415
3505,645,myosmine,27 ?M,HL60,0,0.136,0.574,2199
3506,705,cyanocobalamin,3 ?M,MCF7,0,0.136,0.694,4395
3507,513,LY-294002,100 nM,MCF7,0,0.136,0.525,1054
3508,619,trifluoperazine,8 ?M,HL60,0,0.135,0.539,2389
3509,748,vinpocetine,11 ?M,MCF7,0,0.135,0.575,7213
3510,676,pronetalol,15 ?M,MCF7,0,0.135,0.66,7322
3511,644,canadine,12 ?M,HL60,0,0.135,0.381,2163
3512,656,tenoxicam,12 ?M,MCF7,0,0.135,0.534,2860
3513,735,prazosin,10 ?M,MCF7,0,0.135,0.458,5416
3514,728,ampyrone,20 ?M,PC3,0,0.134,0.483,4507
3515,706,retrorsine,11 ?M,MCF7,0,0.134,0.454,4946
3516,734,diclofenac,13 ?M,PC3,0,0.134,0.442,5861
3517,640,10-methoxyharmalan,19 ?M,HL60,0,0.134,0.533,1743
3518,738,carbamazepine,17 ?M,MCF7,0,0.134,0.647,5518
3519,644,picrotoxinin,14 ?M,HL60,0,0.134,0.733,2161
3520,1016,PF-01378883-00,10 ?M,MCF7,0,0.134,0.59,6363
3521,1052,AH-23848,1 ?M,PC3,0,0.134,0.592,6885
3522,692,zalcitabine,19 ?M,PC3,0,0.133,0.929,4215
3523,707,doxazosin,7 ?M,MCF7,0,0.133,0.506,4988
3524,631,brompheniramine,9 ?M,HL60,0,0.133,0.522,1335
3525,745,mefloquine,10 ?M,MCF7,0,0.133,0.497,6205
3526,664,metacycline,8 ?M,HL60,0,0.133,0.469,2901
3527,670,sulfamethoxypyridazine,14 ?M,MCF7,0,0.133,0.557,3409
3528,766,enalapril,8 ?M,MCF7,0,0.133,0.762,7026
3529,654,chlorogenic acid,11 ?M,MCF7,0,0.133,0.54,3282
3530,680,nalidixic acid,15 ?M,PC3,0,0.133,0.422,3668
3531,728,hydrocotarnine,13 ?M,PC3,0,0.133,0.478,4489
3532,741,hydrastine hydrochloride,10 ?M,MCF7,0,0.133,0.495,6011
3533,746,ifosfamide,15 ?M,MCF7,0,0.132,0.423,6279
3534,704,ethionamide,24 ?M,PC3,0,0.132,0.405,4593
3535,727,tanespimycin,1 ?M,PC3,0,0.132,0.56,4450
3536,725,estradiol,10 nM,MCF7,0,0.132,0.417,5238
3537,46,chlorpromazine,10 ?M,MCF7,0,0.132,0.335,419
3538,738,hyoscyamine,14 ?M,MCF7,0,0.132,0.466,5524
3539,642,mephenesin,22 ?M,MCF7,0,0.132,0.62,2304
3540,645,finasteride,11 ?M,HL60,0,0.132,0.412,2206
3541,744,benzylpenicillin,11 ?M,MCF7,0,0.131,0.535,6839
3542,631,naringenin,15 ?M,HL60,0,0.131,0.432,1342
3543,741,lymecycline,7 ?M,MCF7,0,0.131,0.426,5994
3544,750,prochlorperazine,10 ?M,HL60,0,0.131,0.692,6174
3545,766,etodolac,14 ?M,MCF7,0,0.131,0.595,7006
3546,68,fluphenazine,10 ?M,MCF7,0,0.131,0.666,490
3547,658,liothyronine,6 ?M,HL60,0,0.131,0.803,2984
3548,660,prasterone,12 ?M,HL60,0,0.13,0.585,3097
3549,692,benzocaine,24 ?M,PC3,0,0.13,0.454,4224
3550,513,fluphenazine,10 ?M,MCF7,0,0.13,0.466,1075
3551,663,gramine,23 ?M,MCF7,0,0.13,0.704,2799
3552,649,cloperastine,11 ?M,HL60,0,0.129,0.569,2549
3553,646,mifepristone,9 ?M,MCF7,0,0.129,0.658,3185
3554,55,LY-294002,10 ?M,PC3,0,0.129,0.902,429
3555,700,cloperastine,11 ?M,MCF7,0,0.128,0.535,4732
3556,702,PHA-00851261E,10 ?M,PC3,0,0.128,0.449,4330
3557,663,seneciphylline,12 ?M,MCF7,0,0.128,0.553,2797
3558,1057,orlistat,10 ?M,MCF7,0,0.128,0.507,6905
3559,744,napelline,11 ?M,MCF7,0,0.128,0.698,6824
3560,662,physostigmine,6 ?M,MCF7,0,0.128,0.601,2768
3561,672,azacitidine,16 ?M,MCF7,0,0.128,0.686,3348
3562,744,clofilium tosylate,8 ?M,MCF7,0,0.128,0.526,6830
3563,654,apigenin,15 ?M,MCF7,0,0.128,0.666,3257
3564,44,tetraethylenepentamine,100 ?M,HL60,0,0.128,0.468,412
3565,700,isosorbide,17 ?M,MCF7,0,0.127,0.545,4742
3566,738,dropropizine,17 ?M,MCF7,0,0.127,0.505,5531
3567,1066,alsterpaullone,10 ?M,MCF7,0,0.127,0.528,7051
3568,672,reserpine,7 ?M,MCF7,0,0.127,0.589,3341
3569,746,mianserin,13 ?M,MCF7,0,0.127,0.418,6260
3570,640,etamivan,18 ?M,HL60,0,0.127,0.458,1730
3571,732,fluorometholone,11 ?M,PC3,0,0.126,0.543,5771
3572,502,5255229,13 ?M,MCF7,0,0.126,0.621,949
3573,660,prazosin,10 ?M,HL60,0,0.126,0.552,3098
3574,745,raloxifene,8 ?M,MCF7,0,0.126,0.406,6235
3575,730,hemicholinium,7 ?M,MCF7,0,0.126,0.541,5339
3576,737,chloramphenicol,12 ?M,MCF7,0,0.126,0.651,5466
3577,671,sulfanilamide,23 ?M,MCF7,0,0.126,0.462,3449
3578,685,medrysone,12 ?M,MCF7,0,0.125,0.669,3603
3579,711,dantrolene,12 ?M,MCF7,0,0.125,0.445,3978
3580,700,tropicamide,14 ?M,MCF7,0,0.125,0.48,4744
3581,755,promethazine,12 ?M,MCF7,0,0.125,0.419,6477
3582,506,valproic acid,50 ?M,MCF7,0,0.125,0.613,1002
3583,635,tolazamide,13 ?M,HL60,0,0.125,0.675,2482
3584,626,clozapine,10 ?M,MCF7,0,0.124,0.55,1654
3585,663,retrorsine,11 ?M,MCF7,0,0.124,0.519,2784
3586,726,azathioprine,14 ?M,MCF7,0,0.124,0.553,5262
3587,626,alvespimycin,100 nM,MCF7,0,0.124,0.517,1638
3588,646,mepyramine,10 ?M,MCF7,0,0.124,0.558,3184
3589,751,pramocaine,12 ?M,MCF7,0,0.124,0.618,6054
3590,676,metacycline,8 ?M,MCF7,0,0.124,0.551,7321
3591,753,coralyne,10 ?M,PC3,0,0.123,0.423,6317
3592,734,harmine,16 ?M,PC3,0,0.123,0.513,5855
3593,737,torasemide,11 ?M,MCF7,0,0.123,0.389,5476
3594,634,menadione,23 ?M,HL60,0,0.123,0.451,2439
3595,705,terconazole,8 ?M,MCF7,0,0.123,0.568,4407
3596,714,benserazide,14 ?M,PC3,0,0.123,0.512,6722
3597,627,allantoin,25 ?M,MCF7,0,0.123,0.651,1678
3598,1020,orlistat,10 ?M,MCF7,0,0.122,0.692,6383
3599,619,pimethixene,10 ?M,HL60,0,0.122,0.49,2395
3600,720,Prestwick-1100,9 ?M,MCF7,0,0.122,0.538,4356
3601,662,demecarium bromide,6 ?M,MCF7,0,0.122,0.42,2773
3602,22a,fludrocortisone,1 ?M,MCF7,0,0.121,0.479,282
3603,653,androsterone,14 ?M,MCF7,0,0.121,0.572,2650
3604,738,prednisolone,11 ?M,MCF7,0,0.121,0.502,5526
3605,771,ifenprodil,8 ?M,MCF7,0,0.12,0.612,7404
3606,646,clomipramine,11 ?M,MCF7,0,0.12,0.469,3182
3607,732,cefuroxime,9 ?M,PC3,0,0.12,0.548,5787
3608,635,cetirizine,9 ?M,HL60,0,0.12,0.551,2468
3609,683,CP-690334-01,10 ?M,PC3,0,0.12,0.49,3823
3610,659,Prestwick-860,35 ?M,HL60,0,0.119,0.605,3040
3611,766,chloroquine,8 ?M,MCF7,0,0.119,0.578,7012
3612,1016,3-nitropropionic acid,10 ?M,MCF7,0,0.118,0.779,6367
3613,743,naproxen,16 ?M,MCF7,0,0.118,0.519,6794
3614,670,piperacillin,7 ?M,MCF7,0,0.118,0.554,3420
3615,648,kinetin,19 ?M,HL60,0,0.117,0.672,2511
3616,689,sitosterol,10 ?M,PC3,0,0.117,0.568,4073
3617,632,diphemanil metilsulfate,10 ?M,MCF7,0,0.117,0.454,1494
3618,658,tetroquinone,21 ?M,HL60,0,0.117,0.422,2999
3619,771,nortriptyline,13 ?M,MCF7,0,0.117,0.541,7422
3620,695,succinylsulfathiazole,11 ?M,MCF7,0,0.117,0.453,4847
3621,772,Prestwick-559,8 ?M,MCF7,0,0.117,0.604,7462
3622,22a,tacrolimus,1 ?M,MCF7,0,0.116,0.744,284
