"","eff_length"
"MIR3187",70
"MIR3188",85
"MIR3189",73
"MIR3190",80
"MIR3192",112
"MIR3193",55
"MIR3194",73
"MIR3195",84
"MIR3196",64
"MIR3197",73
"MIR3198-1",80
"MIR3199-1",88
"MIR31HG",745
"MIR32",70
"MIR3200",110
"MIR3201",52
"MIR3202-1",81
"MIR320A",82
"MIR320B1",79
"MIR320B2",138
"MIR320C1",88
"MIR320C2",50
"MIR320D1",48
"MIR320D2",48
"MIR320E",112
"MIR323A",108
"MIR323B",82
"MIR324",112
"MIR325",98
"MIR326",95
"MIR328",111
"MIR329-1",143
"MIR329-2",84
"MIR331",111
"MIR335",94
"MIR337",109
"MIR339",111
"MIR33A",69
"MIR33B",96
"MIR340",111
"MIR342",99
"MIR345",98
"MIR346",95
"MIR34AHG",450
"MIR34B",110
"MIR34C",108
"MIR3591",109
"MIR3609",80
"MIR361",112
"MIR3611",83
"MIR3612",87
"MIR3613",87
"MIR3616",92
"MIR3617",79
"MIR3619",83
"MIR362",65
"MIR3621",85
"MIR3622B",95
"MIR3646",84
"MIR3648-1",180
"MIR3648-2",180
"MIR3649",66
"MIR3650",60
"MIR3651",90
"MIR3657",117
"MIR3659",99
"MIR3659HG",593
"MIR365A",111
"MIR3660",111
"MIR3661",96
"MIR3663",97
"MIR3663HG",2385
"MIR3664",99
"MIR3665",105
"MIR3666",111
"MIR3667",74
"MIR3668",75
"MIR367",68
"MIR3670-1",65
"MIR3670-2",65
"MIR3670-3",65
"MIR3670-4",65
"MIR3671",88
"MIR3672",82
"MIR3675",73
"MIR3677",60
"MIR3678",94
"MIR3679",68
"MIR3680-1",87
"MIR3680-2",87
"MIR3681",72
"MIR3681HG",2183
"MIR3682",84
"MIR3683",82
"MIR3684",74
"MIR3685",62
"MIR3686",86
"MIR3688-1",93
"MIR3689A",78
"MIR3689B",148
"MIR3689C",72
"MIR3689D1",74
"MIR3689D2",80
"MIR3689E",72
"MIR3689F",66
"MIR369",70
"MIR3690",150
"MIR3691",90
"MIR3692",69
"MIR370",110
"MIR3713",45
"MIR371A",67
"MIR372",67
"MIR373",69
"MIR374A",111
"MIR374B",112
"MIR375",112
"MIR377",109
"MIR378A",112
"MIR378B",109
"MIR378C",81
"MIR378D1",54
"MIR378D2HG",949
"MIR378E",79
"MIR378F",78
"MIR378G",41
"MIR378H",83
"MIR378J",109
"MIR379",109
"MIR380",111
"MIR381",108
"MIR381HG",425
"MIR383",73
"MIR3907",151
"MIR3908",126
"MIR3909",119
"MIR3910-1",111
"MIR3912",105
"MIR3913-1",102
"MIR3914-1",99
"MIR3915",97
"MIR3918",93
"MIR3919",89
"MIR3920",86
"MIR3921",85
"MIR3922",84
"MIR3923",83
"MIR3924",81
"MIR3925",77
"MIR3926-1",73
"MIR3927",71
"MIR3928",58
"MIR3929",55
"MIR3934",107
"MIR3935",104
"MIR3936",110
"MIR3936HG",1793
"MIR3937",106
"MIR3938",103
"MIR3939",106
"MIR3941",103
"MIR3942",109
"MIR3943",113
"MIR3944",108
"MIR3945",98
"MIR3945HG",729
"MIR3972",87
"MIR3973",107
"MIR3976",139
"MIR3976HG",1690
"MIR3978",101
"MIR409",112
"MIR410",108
"MIR411",111
"MIR412",91
"MIR421",112
"MIR422A",90
"MIR425",87
"MIR4252",63
"MIR4253",68
"MIR4254",76
"MIR4255",72
"MIR4257",86
"MIR4258",91
"MIR4259",101
"MIR4261",58
"MIR4262",54
"MIR4263",83
"MIR4264",66
"MIR4265",99
"MIR4266",55
"MIR4267",82
"MIR4268",64
"MIR4269",84
"MIR4270",70
"MIR4271",67
"MIR4273",84
"MIR4274",91
"MIR4276",70
"MIR4277",84
"MIR4279",58
"MIR4280",76
"MIR4281",62
"MIR4282",67
"MIR4283-1",80
"MIR4283-2",80
"MIR4284",81
"MIR4285",85
"MIR4286",93
"MIR4287",78
"MIR4288",67
"MIR4289",70
"MIR429",83
"MIR4290",95
"MIR4290HG",2720
"MIR4291",65
"MIR4292",67
"MIR4293",78
"MIR4294",76
"MIR4295",85
"MIR4296",88
"MIR4297",76
"MIR4298",73
"MIR4299",72
"MIR4300",96
"MIR4300HG",1397
"MIR4301",66
"MIR4303",66
"MIR4304",62
"MIR4305",102
"MIR4306",91
"MIR4307",84
"MIR4307HG",822
"MIR4308",81
"MIR4309",83
"MIR431",114
"MIR4310",57
"MIR4311",100
"MIR4312",76
"MIR4314",92
"MIR4316",71
"MIR4318",81
"MIR4319",85
"MIR432",94
"MIR4322",73
"MIR4323",69
"MIR4324",72
"MIR4325",90
"MIR4326",59
"MIR4327",85
"MIR433",124
"MIR4330",105
"MIR4418",62
"MIR4420",77
"MIR4421",69
"MIR4422",83
"MIR4422HG",638
"MIR4423",80
"MIR4424",86
"MIR4425",84
"MIR4427",68
"MIR4428",73
"MIR4429",73
"MIR4431",94
"MIR4432",84
"MIR4433B",102
"MIR4435-1",80
"MIR4435-2",80
"MIR4435-2HG",2044
"MIR4436A",85
"MIR4436B1",91
"MIR4436B2",91
"MIR4437",60
"MIR4438",93
"MIR4439",80
"MIR4440",98
"MIR4441",100
"MIR4443",53
"MIR4444-2",74
"MIR4445",70
"MIR4446",67
"MIR4447",91
"MIR4448",86
"MIR4449",66
"MIR4450",65
"MIR4451",108
"MIR4452",71
"MIR4453HG",3000
"MIR4455",58
"MIR4456",43
"MIR4457",68
"MIR4458HG",3239
"MIR4460",86
"MIR4462",58
"MIR4463",67
"MIR4464",92
"MIR4465",70
"MIR4466",54
"MIR4470",72
"MIR4471",83
"MIR4472-1",80
"MIR4472-2",67
"MIR4473",91
"MIR4474",78
"MIR4475",61
"MIR4476",70
"MIR4477A",81
"MIR4477B",81
"MIR4478",86
"MIR4479",71
"MIR448",111
"MIR4480",71
"MIR4482",70
"MIR4484",83
"MIR4486",63
"MIR4487",73
"MIR4488",62
"MIR4489",62
"MIR4490",84
"MIR4491",68
"MIR4492",80
"MIR4493",73
"MIR4494",84
"MIR4495",66
"MIR4497",89
"MIR4498",66
"MIR4499",69
"MIR449A",91
"MIR449B",97
"MIR449C",92
"MIR4500",76
"MIR4500HG",1675
"MIR4502",81
"MIR4503",83
"MIR4504",113
"MIR4505",73
"MIR4506",77
"MIR4507",70
"MIR4508",70
"MIR4509-1",94
"MIR4509-2",94
"MIR4509-3",94
"MIR450A1",91
"MIR450A2",111
"MIR450B",112
"MIR4510",111
"MIR4511",87
"MIR4512",77
"MIR4513",86
"MIR4514",57
"MIR4515",81
"MIR4516",86
"MIR4518",83
"MIR4519",58
"MIR4520-1",70
"MIR4522",87
"MIR4524B",115
"MIR4525",75
"MIR4526",87
"MIR4527",70
"MIR4527HG",704
"MIR4528",90
"MIR4529",78
"MIR4530",56
"MIR4533",71
"MIR4535",59
"MIR4536-2",111
"MIR4537",70
"MIR4538",78
"MIR4539",60
"MIR454",115
"MIR4540",55
"MIR455",110
"MIR4632",61
"MIR4633",79
"MIR4634",54
"MIR4635",79
"MIR4636",80
"MIR4637",84
"MIR4638",68
"MIR4639",69
"MIR4641",66
"MIR4642",82
"MIR4643",78
"MIR4644",84
"MIR4645",77
"MIR4646",63
"MIR4648",72
"MIR4650-1",76
"MIR4650-2",76
"MIR4652",78
"MIR4653",83
"MIR4654",76
"MIR4655",74
"MIR4656",75
"MIR4659A",81
"MIR466",84
"MIR4660",74
"MIR4661",75
"MIR4662B",81
"MIR4663",76
"MIR4664",71
"MIR4665",79
"MIR4666A",79
"MIR4666B",81
"MIR4667",112
"MIR4668",70
"MIR4669",62
"MIR4670",75
"MIR4671",73
"MIR4672",81
"MIR4673",59
"MIR4674",87
"MIR4675",77
"MIR4676",72
"MIR4677",80
"MIR4679-2",77
"MIR4681",72
"MIR4682",80
"MIR4684",82
"MIR4685",69
"MIR4686",76
"MIR4688",83
"MIR4689",70
"MIR4690",60
"MIR4692",63
"MIR4693",75
"MIR4694",80
"MIR4695",74
"MIR4696",70
"MIR4698",80
"MIR4699",74
"MIR4701",63
"MIR4703",79
"MIR4704",75
"MIR4705",71
"MIR4706",82
"MIR4708",67
"MIR4710",56
"MIR4711",70
"MIR4713",75
"MIR4713HG",561
"MIR4714",77
"MIR4715",79
"MIR4716",84
"MIR4717",72
"MIR4718",51
"MIR4719",84
"MIR4725",90
"MIR4726",58
"MIR4727",55
"MIR4728",67
"MIR4729",72
"MIR4730",76
"MIR4731",70
"MIR4733",76
"MIR4734",70
"MIR4735",69
"MIR4736",47
"MIR4737",81
"MIR4739",74
"MIR4740",63
"MIR4742",85
"MIR4743",112
"MIR4744",82
"MIR4746",71
"MIR4747",54
"MIR4748",82
"MIR4749",61
"MIR4752",72
"MIR4753",83
"MIR4754",89
"MIR4755",72
"MIR4756",78
"MIR4757",77
"MIR4759",83
"MIR4760",80
"MIR4762",75
"MIR4764",88
"MIR4765",77
"MIR4766",76
"MIR4767",78
"MIR4768",74
"MIR4769",77
"MIR4770",58
"MIR4771-1",74
"MIR4771-2",74
"MIR4772",78
"MIR4773-1",78
"MIR4774",76
"MIR4776-1",80
"MIR4777",86
"MIR4778",80
"MIR4779",83
"MIR4780",81
"MIR4782",108
"MIR4783",82
"MIR4786",80
"MIR4787",84
"MIR4789",82
"MIR4790",79
"MIR4791",84
"MIR4794",77
"MIR4795",89
"MIR4796",111
"MIR4797",71
"MIR4798",75
"MIR4799",74
"MIR4801",82
"MIR4802",80
"MIR4803",74
"MIR4804",73
"MIR483",112
"MIR485",109
"MIR486-1",112
"MIR487A",86
"MIR487B",110
"MIR488",110
"MIR489",84
"MIR490",128
"MIR491",110
"MIR493",110
"MIR494",109
"MIR495",108
"MIR496",110
"MIR497HG",3838
"MIR498",124
"MIR4999",91
"MIR499A",122
"MIR5000",103
"MIR5002",97
"MIR5003",99
"MIR5007",95
"MIR5008",94
"MIR5009",100
"MIR500A",84
"MIR500B",79
"MIR501",84
"MIR5011",103
"MIR502",86
"MIR503",71
"MIR503HG",760
"MIR504",109
"MIR505",112
"MIR506",124
"MIR507",94
"MIR508",115
"MIR5088",79
"MIR5089",84
"MIR509-1",94
"MIR509-2",91
"MIR509-3",75
"MIR5091",93
"MIR5092",88
"MIR5093",100
"MIR5094",85
"MIR510",74
"MIR5100",119
"MIR511",87
"MIR512-1",98
"MIR512-2",98
"MIR513A1",129
"MIR513A2",127
"MIR513B",84
"MIR513C",84
"MIR514A1",98
"MIR514A2",88
"MIR514A3",88
"MIR514B",80
"MIR515-1",83
"MIR515-2",115
"MIR516A1",110
"MIR516A2",90
"MIR516B1",110
"MIR516B2",85
"MIR517A",87
"MIR517B",67
"MIR517C",95
"MIR5186",120
"MIR5188",113
"MIR5189",114
"MIR518A1",85
"MIR518A2",87
"MIR518B",83
"MIR518E",88
"MIR518F",87
"MIR5190",80
"MIR5191",120
"MIR5192",92
"MIR5194",120
"MIR5195",115
"MIR5197",112
"MIR519A1",85
"MIR519B",81
"MIR519C",87
"MIR519D",88
"MIR519E",84
"MIR520A",85
"MIR520B",61
"MIR520C",87
"MIR520D",87
"MIR520E",87
"MIR520G",90
"MIR520H",88
"MIR521-1",87
"MIR521-2",87
"MIR525",85
"MIR526A1",85
"MIR526A2",65
"MIR526B",83
"MIR527",85
"MIR532",91
"MIR539",104
"MIR541",84
"MIR542",112
"MIR543",108
"MIR544A",91
"MIR544B",78
"MIR545",106
"MIR548A1",97
"MIR548A2",97
"MIR548A3",97
"MIR548AA1",97
"MIR548AA2",97
"MIR548AB",84
"MIR548AC",88
"MIR548AD",82
"MIR548AE1",70
"MIR548AE2",67
"MIR548AG1",66
"MIR548AG2",64
"MIR548AI",88
"MIR548AJ1",72
"MIR548AJ2",92
"MIR548AK",57
"MIR548AL",97
"MIR548AM",74
"MIR548AN",83
"MIR548AO",96
"MIR548AP",96
"MIR548AQ",58
"MIR548AR",57
"MIR548AS",58
"MIR548AT",58
"MIR548AV",62
"MIR548AW",65
"MIR548AX",73
"MIR548AY",107
"MIR548AZ",95
"MIR548B",97
"MIR548BA",83
"MIR548BB",66
"MIR548C",97
"MIR548D2",87
"MIR548E",88
"MIR548F1",84
"MIR548F2",98
"MIR548F3",87
"MIR548F4",105
"MIR548F5",86
"MIR548G",89
"MIR548H1",102
"MIR548H2",88
"MIR548H3",118
"MIR548H4",111
"MIR548H5",60
"MIR548I1",149
"MIR548I2",149
"MIR548I3",149
"MIR548I4",77
"MIR548J",112
"MIR548K",116
"MIR548L",86
"MIR548M",86
"MIR548N",75
"MIR548O",114
"MIR548O2",111
"MIR548P",84
"MIR548Q",100
"MIR548S",82
"MIR548T",74
"MIR548U",81
"MIR548V",80
"MIR548W",74
"MIR548X",75
"MIR548X2",100
"MIR548XHG",853
"MIR548Y",110
"MIR548Z",87
"MIR549A",96
"MIR550A1",97
"MIR550A2",97
"MIR550A3",95
"MIR551A",96
"MIR551B",96
"MIR552",96
"MIR553",68
"MIR554",96
"MIR556",109
"MIR557",98
"MIR5571",113
"MIR5579",58
"MIR558",94
"MIR5580",58
"MIR5581",60
"MIR5582",68
"MIR5583-1",59
"MIR5584",60
"MIR5585",59
"MIR5586",59
"MIR5587",53
"MIR5588",63
"MIR5589",60
"MIR559",96
"MIR5590",54
"MIR5591",65
"MIR561",97
"MIR562",95
"MIR563",79
"MIR567",98
"MIR5680",84
"MIR5681A",75
"MIR5682",76
"MIR5684",65
"MIR5685",79
"MIR5687",77
"MIR5688",83
"MIR5689",78
"MIR5689HG",656
"MIR569",96
"MIR5690",73
"MIR5691",68
"MIR5692A1",69
"MIR5692A2",69
"MIR5692B",87
"MIR5692C1",91
"MIR5692C2",77
"MIR5693",73
"MIR5694",76
"MIR5695",85
"MIR5696",85
"MIR5697",78
"MIR5698",72
"MIR5699",90
"MIR570",97
"MIR5700",71
"MIR5701-1",82
"MIR5701-2",82
"MIR5701-3",82
"MIR5702",84
"MIR5704",77
"MIR5705",89
"MIR5706",80
"MIR5707",81
"MIR5708",85
"MIR571",96
"MIR572",95
"MIR573",99
"MIR5739",80
"MIR574",96
"MIR575",94
"MIR576",98
"MIR577",96
"MIR578",96
"MIR5787",55
"MIR579",98
"MIR580",97
"MIR581",96
"MIR582",112
"MIR583",75
"MIR583HG",704
"MIR584",111
"MIR585",94
"MIR586",97
"MIR587",96
"MIR588",83
"MIR589",99
"MIR590",97
"MIR591",95
"MIR592",109
"MIR593",100
"MIR595",96
"MIR596",77
"MIR597",97
"MIR598",112
"MIR599",95
"MIR600HG",5984
"MIR601",79
"MIR602",98
"MIR603",97
"MIR604",94
"MIR605",83
"MIR606",96
"MIR6068",60
"MIR6069",79
"MIR607",96
"MIR6070",103
"MIR6071",78
"MIR6072",71
"MIR6074",107
"MIR6075",95
"MIR6076",113
"MIR6077",82
"MIR6078",100
"MIR608",100
"MIR6080",66
"MIR6081",97
"MIR6082",109
"MIR6083",106
"MIR6085",110
"MIR6088",51
"MIR6089",128
"MIR609",95
"MIR6090",60
"MIR610",96
"MIR6124",85
"MIR6126",89
"MIR6127",109
"MIR6128",109
"MIR6129",109
"MIR613",95
"MIR6130",109
"MIR6131",109
"MIR6133",108
"MIR6134",109
"MIR615",96
"MIR616",97
"MIR6165",84
"MIR617",97
"MIR618",98
"MIR619",99
"MIR620",95
"MIR621",96
"MIR623",98
"MIR624",97
"MIR625",85
"MIR626",94
"MIR627",97
"MIR629",97
"MIR633",98
"MIR634",97
"MIR635",98
"MIR638",100
"MIR640",96
"MIR641",99
"MIR642A",97
"MIR643",97
"MIR644A",94
"MIR645",94
"MIR646",94
"MIR646HG",2043
"MIR647",96
"MIR648",94
"MIR649",97
"MIR6499",62
"MIR6500",86
"MIR6503",86
"MIR6504",61
"MIR6505",71
"MIR6507",70
"MIR6508",60
"MIR6509",85
"MIR651",109
"MIR6511A1",67
"MIR6511A2",67
"MIR6511A3",67
"MIR6511A4",67
"MIR6512",77
"MIR6514",70
"MIR6515",57
"MIR652",109
"MIR653",96
"MIR654",81
"MIR655",97
"MIR656",78
"MIR657",98
"MIR659",97
"MIR660",110
"MIR661",89
"MIR662",95
"MIR663AHG",1213
"MIR663B",115
"MIR664A",82
"MIR668",111
"MIR670",98
"MIR670HG",897
"MIR6715A",79
"MIR6718",80
"MIR6719",87
"MIR6720",98
"MIR6722",78
"MIR6724-1",92
"MIR6724-2",92
"MIR6724-3",92
"MIR6724-4",92
"MIR6726",61
"MIR6728",89
"MIR6729",65
"MIR6730",67
"MIR6731",72
"MIR6735",73
"MIR6736",59
"MIR6737",70
"MIR6738",64
"MIR6739",75
"MIR6740",113
"MIR6744",66
"MIR6745",127
"MIR6746",63
"MIR6747",61
"MIR6749",69
"MIR6750",75
"MIR6752",71
"MIR6753",164
"MIR6754",66
"MIR6757",69
"MIR676",111
"MIR6760",68
"MIR6761",72
"MIR6762",86
"MIR6763",65
"MIR6765",87
"MIR6766",72
"MIR6768",72
"MIR6769A",73
"MIR6769B",62
"MIR6770-1",60
"MIR6770-2",60
"MIR6770-3",60
"MIR6771",60
"MIR6772",64
"MIR6774",70
"MIR6775",69
"MIR6776",59
"MIR6777",66
"MIR6779",64
"MIR6780A",68
"MIR6780B",79
"MIR6781",64
"MIR6782",69
"MIR6783",64
"MIR6784",67
"MIR6786",113
"MIR6788",66
"MIR6790",63
"MIR6792",67
"MIR6793",63
"MIR6794",68
"MIR6795",68
"MIR6796",62
"MIR6797",72
"MIR6798",67
"MIR6799",69
"MIR6801",79
"MIR6802",65
"MIR6803",65
"MIR6804",68
"MIR6806",64
"MIR6807",92
"MIR6809",116
"MIR6810",70
"MIR6811",58
"MIR6812",64
"MIR6813",56
"MIR6814",70
"MIR6815",61
"MIR6816",66
"MIR6817",66
"MIR6818",65
"MIR6819",61
"MIR6821",74
"MIR6823",61
"MIR6825",66
"MIR6826",98
"MIR6827",59
"MIR6829",67
"MIR6832",72
"MIR6833",61
"MIR6835",64
"MIR6839",113
"MIR6842",65
"MIR6846",60
"MIR6851",67
"MIR6853",74
"MIR6854",69
"MIR6855",67
"MIR6856",67
"MIR6857",93
"MIR6858",67
"MIR6859-1",68
"MIR6859-2",68
"MIR6859-3",68
"MIR6859-4",68
"MIR6862-1",70
"MIR6862-2",70
"MIR6864",70
"MIR6865",65
"MIR6867",67
"MIR6868",58
"MIR6870",60
"MIR6871",56
"MIR6876",73
"MIR6877",64
"MIR6879",66
"MIR6880",62
"MIR6881",76
"MIR6882",66
"MIR6885",66
"MIR6888",67
"MIR6889",59
"MIR6891",93
"MIR6892",115
"MIR6893",69
"MIR6894",57
"MIR6895",78
"MIR7-2",110
"MIR7-3",110
"MIR7-3HG",879
"MIR708",88
"MIR7106",65
"MIR7111",72
"MIR7150",94
"MIR7151",60
"MIR7152",54
"MIR7154",73
"MIR7155",56
"MIR7156",60
"MIR7158",71
"MIR7159",66
"MIR7160",52
"MIR7161",84
"MIR744",98
"MIR7515HG",1240
"MIR758",88
"MIR759",96
"MIR760",108
"MIR762",83
"MIR762HG",1429
"MIR764",85
"MIR765",114
"MIR766",112
"MIR767",111
"MIR769",118
"MIR770",98
"MIR7702",59
"MIR7843",79
"MIR7845",99
"MIR7848",101
"MIR7849",106
"MIR7850",79
"MIR7851",160
"MIR7852",82
"MIR7853",132
"MIR7854",65
"MIR7856",56
"MIR7973-1",76
"MIR7974",79
"MIR7975",68
"MIR7976",66
"MIR802",94
"MIR8052",69
"MIR8053",75
"MIR8054",86
"MIR8055",97
"MIR8056",82
"MIR8057",69
"MIR8058",89
"MIR8059",81
"MIR8060",76
"MIR8061",75
"MIR8062",85
"MIR8063",81
"MIR8064",90
"MIR8065",100
"MIR8066",78
"MIR8067",77
"MIR8068",68
"MIR8069-2",86
"MIR8070",88
"MIR8071-1",65
"MIR8071-2",65
"MIR8073",72
"MIR8074",81
"MIR8075",80
"MIR8076",83
"MIR8077",75
"MIR8078",84
"MIR8079",72
"MIR8080",89
"MIR8081",95
"MIR8082",81
"MIR8083",89
"MIR8084",89
"MIR8086",93
"MIR8087",78
"MIR8088",86
"MIR8089",82
"MIR8485",91
"MIR873",110
"MIR874",112
"MIR875",76
"MIR876",81
"MIR877",114
"MIR885",60
"MIR887",114
"MIR888",77
"MIR889",110
"MIR890",77
"MIR891A",79
"MIR891B",79
"MIR892A",75
"MIR892B",77
"MIR892C",77
"MIR9-1",108
"MIR9-3HG",4778
"MIR920",75
"MIR921",56
"MIR924HG",2306
"MIR93",80
"MIR933",77
"MIR934",83
"MIR938",83
"MIR941-2",72
"MIR941-4",72
"MIR941-5",72
"MIR942",86
"MIR944",88
"MIR95",81
"MIR96",78
"MIR98",119
"MIR99A",81
"MIR99AHG",3476
"MIR99B",70
"MIRLET7A1",92
"MIRLET7A2",73
"MIRLET7BHG",4560
"MIRLET7C",94
"MIRLET7D",105
"MIRLET7E",109
"MIRLET7F1",110
"MIRLET7F2",83
"MIRLET7G",111
"MIRLET7I",108
"MIS12",2691
"MIS18A",1575
"MIS18A-AS1",769
"MIS18BP1",4777
"MISP",2872
"MISP3",2187
"MITD1",3270
"MITF",4814
"MIXL1",2005
"MKI67",12678
"MKI67P1",1460
"MKKS",6714
"MKLN1",11156
"MKLN1-AS",2043
"MKNK1",3408
"MKNK1-AS1",2445
"MKNK2",4093
"MKNK2P1",628
"MKRN1",3467
"MKRN2",2848
"MKRN2OS",985
"MKRN3",2740
"MKRN4P",1521
"MKRN5P",1467
"MKRN7P",1223
"MKRN9P",1451
"MKS1",2397
"MKX",3846
"MKX-AS1",745
"MLANA",2415
"MLC1",3933
"MLEC",6626
"MLECP1",709
"MLF1",3048
"MLF2",1969
"MLH1",2752
"MLH3",7896
"MLIP",5743
"MLIP-AS1",1534
"MLIP-IT1",643
"MLKL",3882
"MLLT1",4507
"MLLT10",5126
"MLLT10P1",262
"MLLT10P2",249
"MLLT11",4075
"MLLT3",6772
"MLLT6",7578
"MLN",566
"MLNR",1239
"MLPH",3823
"MLST8",2116
"MLX",2586
"MLXIP",8427
"MLXIPL",3278
"MLYCD",13038
"MMAA",7068
"MMAB",4438
"MMACHC",5296
"MMADHC",1726
"MMD",2735
"MMD2",2415
"MME",5622
"MME-AS1",828
"MMEL1",2849
"MMGT1",3738
"MMP1",1970
"MMP10",1758
"MMP11",3823
"MMP12",1874
"MMP13",2716
"MMP14",3732
"MMP15",4250
"MMP16",11558
"MMP17",2411
"MMP19",3840
"MMP2",3741
"MMP2-AS1",625
"MMP20",1956
"MMP21",1919
"MMP23A",1017
"MMP23B",1531
"MMP24",4414
"MMP24OS",1499
"MMP25",3554
"MMP25-AS1",4434
"MMP26",1189
"MMP27",1913
"MMP28",2336
"MMP3",2016
"MMP7",1323
"MMP8",3056
"MMP9",2336
"MMRN1",5217
"MMRN2",4375
"MMS19",3797
"MMS22L",8643
"MMUT",3749
"MN1",7556
"MNAT1",2635
"MND1",968
"MNDA",1752
"MNS1",2023
"MNT",4996
"MNX1",2174
"MNX1-AS1",1041
"MNX1-AS2",374
"MOAP1",2529
"MOB1A",4885
"MOB1AP1",535
"MOB1AP2",614
"MOB1B",6963
"MOB2",3174
"MOB3A",3391
"MOB3B",6454
"MOB3C",5725
"MOB4",3986
"MOBP",5675
"MOCOS",6160
"MOCS1",4256
"MOCS1P1",1612
"MOCS2",3568
"MOCS3",5106
"MOG",2499
"MOGAT1",1048
"MOGAT2",3204
"MOGAT3",2132
"MOGS",2895
"MOK",3809
"MON1A",2527
"MON1B",6091
"MON2",13275
"MORC1",3764
"MORC1-AS1",564
"MORC2",5181
"MORC2-AS1",2274
"MORC3",4246
"MORC4",3834
"MORF4",971
"MORF4L1",2359
"MORF4L1P1",967
"MORF4L1P3",950
"MORF4L1P4",976
"MORF4L1P5",961
"MORF4L1P6",268
"MORF4L1P7",703
"MORF4L2",1983
"MORF4L2-AS1",2086
"MORF4L2P1",858
"MORN1",4764
"MORN2",919
"MORN3",3803
"MORN4",2315
"MORN5",705
"MOS",1041
"MOSMO",4360
"MOSPD1",2364
"MOSPD2",4163
"MOSPD3",1191
"MOV10",4689
"MOV10L1",3960
"MOXD1",3059
"MOXD2P",1590
"MPC1",1192
"MPC1L",295
"MPC2",2177
"MPDU1",1645
"MPDZ",7722
"MPEG1",4442
"MPG",1205
"MPHOSPH10",2484
"MPHOSPH6",1103
"MPHOSPH8",4235
"MPHOSPH9",6351
"MPI",5828
"MPIG6B",2396
"MPL",1950
"MPLKIP",7668
"MPND",1611
"MPO",3215
"MPP1",2378
"MPP2",4938
"MPP3",2996
"MPP4",2462
"MPP5",5552
"MPP6",8452
"MPP7",5080
"MPPE1",4236
"MPPE1P1",1076
"MPPED1",3657
"MPPED2",5591
"MPPED2-AS1",541
"MPRIP",10960
"MPRIP-AS1",1058
"MPRIPP1",1089
"MPST",5872
"MPTX1",609
"MPV17",2315
"MPV17L",5820
"MPV17L2",1941
"MPZ",1955
"MPZL1",5010
"MPZL2",2620
"MPZL3",3968
"MR1",7860
"MRAP",1000
"MRAP2",2153
"MRAS",4538
"MRC1",5198
"MRC2",5988
"MRE11",6897
"MRE11P1",2127
"MREG",2618
"MREGP1",85
"MRFAP1",2112
"MRFAP1L1",2127
"MRGBP",2781
"MRGPRD",966
"MRGPRE",1409
"MRGPRF",2295
"MRGPRF-AS1",1490
"MRGPRG",870
"MRGPRG-AS1",1818
"MRGPRX1",1190
"MRGPRX10P",958
"MRGPRX11P",961
"MRGPRX12P",979
"MRGPRX13P",681
"MRGPRX2",2036
"MRGPRX3",1639
"MRGPRX4",1444
"MRGPRX5P",961
"MRGPRX6P",988
"MRGPRX7P",952
"MRGPRX8P",778
"MRGPRX9P",742
"MRI1",3027
"MRLN",898
"MRM1",1857
"MRM2",2511
"MRM3",1809
"MRNIP",4145
"MRO",5257
"MROH1",5832
"MROH2A",5355
"MROH2B",5239
"MROH3P",2625
"MROH4P",848
"MROH5",4164
"MROH6",3469
"MROH7",4542
"MROH7-TTC4",6090
"MROH8",3425
"MROH9",3165
"MRPL1",1490
"MRPL10",2013
"MRPL11",2209
"MRPL12",1028
"MRPL13",2367
"MRPL14",959
"MRPL15",1147
"MRPL15P1",878
"MRPL16",1182
"MRPL17",1969
"MRPL18",1075
"MRPL19",3479
"MRPL2",1588
"MRPL20",1693
"MRPL20-AS1",2228
"MRPL20P1",433
"MRPL21",2283
"MRPL22",3176
"MRPL22P1",616
"MRPL23",919
"MRPL23-AS1",1876
"MRPL24",990
"MRPL27",2441
"MRPL28",2229
"MRPL2P1",919
"MRPL3",1706
"MRPL30",2605
"MRPL30P1",468
"MRPL32",2734
"MRPL32P1",247
"MRPL33",729
"MRPL34",968
"MRPL35",3727
"MRPL35P1",572
"MRPL35P2",511
"MRPL35P3",364
"MRPL35P4",566
"MRPL36",793
"MRPL37",1582
"MRPL37P1",1337
"MRPL38",1888
"MRPL39",1199
"MRPL3P1",1033
"MRPL4",1620
"MRPL40",1387
"MRPL40P1",604
"MRPL41",1262
"MRPL42",15582
"MRPL42P2",426
"MRPL42P3",326
"MRPL42P4",443
"MRPL42P6",371
"MRPL43",2134
"MRPL44",1748
"MRPL45",1705
"MRPL45P1",914
"MRPL45P2",1765
"MRPL46",5561
"MRPL47",1370
"MRPL48",1922
"MRPL48P1",636
"MRPL49",2526
"MRPL49P1",535
"MRPL49P2",465
"MRPL50",3332
"MRPL50P1",384
"MRPL50P2",482
"MRPL50P4",475
"MRPL51",1234
"MRPL51P2",376
"MRPL52",2020
"MRPL53",1162
"MRPL53P1",319
"MRPL54",626
"MRPL55",1423
"MRPL57",2246
"MRPL57P1",265
"MRPL57P3",176
"MRPL57P6",309
"MRPL57P7",258
"MRPL58",890
"MRPL9",1296
"MRPL9P1",613
"MRPS10",2110
"MRPS10P1",130
"MRPS10P2",381
"MRPS11",3644
"MRPS11P1",522
"MRPS12",1220
"MRPS14",2115
"MRPS15",2127
"MRPS15P1",748
"MRPS16",2634
"MRPS16P1",412
